Station ID	Station.Code	Station name	Station ID	Station Code	longitude	latitude	Catch_area_km2	runoff_mm/yr	Depth (m)	Lake_area_km2	Forest_Area %	Cultivated_Area %	Peat_Area %	Glacier_Area %	Water_ex_lake_Area %	Heath_Area %	Lake_Area %	Res_time_years
3451	1149-2-26	Heiavatnet	3451	1149-2-26	5.2231	59.2719	0.57	1448	2.29	0.12	0	0	4.6	0	18.5	76.9	20.9	0.5
3452	1154-3-9	Gjerdesdalsvatnet	3452	1154-3-9	5.7969	59.5164	14.75	2710	21.37	1.64	44.2	0	1	0	11	43.8	11.1	0.88
3453	1154-3-16	Fjellgardsvatnet	3453	1154-3-16	5.9987	59.5552	67.27	3352	42.66	2.11	17.4	0.2	0.8	0	3.2	78.4	3.1	0.5
3454	1201-1-36	Storavatnet	3454	1201-1-36	5.3005	60.2342	0.63	1988	8.7	0.07	39.7	0	8.6	0	12.1	39.6	11.2	0.5
3455	1201-1-45	Stemmevatnet	3455	1201-1-45	5.4399	60.4431	0.44	2971	4.98	0.07	82	0	0	0	14	4	15.9	0.5
3456	1211-1-11	Vierdalsvatnet (Sk?nesv.)	3456	1211-1-11	6.2929	59.8156	0.82	3493	5.75	0.06	0	0	0	0	7.5	92.5	7.3	0.5
3457	1211-1-26	HOH 914	3457	1211-1-26	6.489	59.8304	2.86	3766	3.42	0.04	0	0	0	0	1.1	98.9	1.4	0.5
3458	1216-2-12	Krossvikevatnet	3458	1216-2-12	5.4247	59.5416	1.54	1579	5.09	0.12	4.1	0	7.4	0	8.8	79.7	7.8	0.5
3459	1216-2-13	Mannavatnet	3459	1216-2-13	5.3673	59.545	0.99	1576	3.28	0.19	0	0	7.8	0	21.1	71.1	19.2	0.5
3460	1216-3-5	Vigdarvatnet	3460	1216-3-5	5.4413	59.5119	89.46	1605	19.79	7.56	5.2	0	26	0	7.9	60.9	8.5	1.04
3461	1216-3-11	Storavatnet	3461	1216-3-11	5.3397	59.5973	14.74	1735	10.59	1.01	4.3	0	3.6	0	7.2	84.9	6.9	0.5
3462	1219-1-2	Grindavatnet	3462	1219-1-2	5.1872	59.7863	1.86	1752	2.81	0.05	6.8	0	5.1	0	4.2	83.9	2.7	0.5
3463	1219-1-22	Stemmevatnet	3463	1219-1-22	5.1949	59.6819	0.22	1764	4.17	0.05	73.9	0	0	0	17.4	8.7	23	0.54
3464	1219-1-29	Eriksvatnet	3464	1219-1-29	5.1635	59.6618	1.52	1838	4.65	0.06	2	0	2.7	0	4.1	91.2	3.9	0.5
3465	1223-1-40	Vermedalsvatnet	3465	1223-1-40	5.558	59.98	3.39	2588	6.85	0.05	74	0	1.1	0	1.1	23.8	1.5	0.5
3466	1223-2-37	Skartveitvatnet	3466	1223-2-37	5.5974	59.9752	15.32	2586	8.47	0.16	22.9	0	2	0	0.7	74.4	1	0.5
3467	1224-1-31	Hammarsvatnet	3467	1224-1-31	6.1963	60.1285	0.21	2582	3.65	0.04	9.1	0	9.1	0	18.2	63.6	18.7	0.5
3468	1224-2-14	HOH 1051	3468	1224-2-14	6.1753	59.9422	0.57	3927	8.48	0.15	0	0	0	0	22.1	77.9	26.2	0.57
3469	1224-2-25	Mannsvatnet	3469	1224-2-25	5.9279	59.9247	5.38	2920	16.02	0.56	0	0	1	0	11	88	10.4	0.57
3470	1224-2-26	Sandvatna	3470	1224-2-26	6.1236	59.8656	4.63	3750	12.85	0.22	0	0	0	0	4.8	95.2	4.8	0.5
3471	1224-2-30	Insta Bukkaspelvatnet	3471	1224-2-30	6.3923	60.1531	1.74	4198	9.97	0.19	0	0	0	0	10.4	89.6	10.9	0.5
3472	1224-2-39	Tveitedalsvatnet	3472	1224-2-39	6.2116	60.0788	3	3091	17.8	0.29	0	0	0	1.7	10	88.3	9.7	0.56
3473	1224-3-12	Myrdalsvatnet	3473	1224-3-12	6.0632	60.0249	20.47	2575	30.32	1.64	20.9	0	0	2.4	8	68.7	8	0.94
3474	1228-1-12	HOH 1365	3474	1228-1-12	6.8214	60.0289	0.32	2903	4.88	0.05	0	0	0	0	13.3	86.7	15.5	0.5
3475	1228-1-13	HOH 1264	3475	1228-1-13	7.0597	59.9786	4.32	2550	1.31	0.04	0	0	0	0	1	99	0.9	0.5
3476	1228-1-21	Litlavatn	3476	1228-1-21	6.8508	59.887	3.27	2661	4.61	0.07	0	0	0	0	4.7	95.3	2.1	0.5
3477	1228-1-42	HOH 1166	3477	1228-1-42	6.4918	59.9994	0.28	2709	4.64	0.04	0	0	0	0	18.2	81.8	14.3	0.5
3478	1228-2-9	HOH 1110	3478	1228-2-9	6.6341	59.8444	4.81	3302	4.06	0.11	0	0	0	0	11	89	2.3	0.5
3479	1228-3-4	Kaldevatn	3479	1228-3-4	7.0093	59.8093	14.69	2855	18.24	1.9	0	0	0	0.4	13.6	86	12.9	0.83
3480	1228-3-8	Reinsnesvatnet	3480	1228-3-8	6.6607	59.9463	120.01	1884	37.54	3.09	6.2	0	0.8	1.2	2.9	88.9	2.6	0.51
3482	1231-1-7	HOH 1342	3482	1231-1-7	7.4698	60.104	0.43	1057	4.07	0.07	0	0	0	0	17	83	16.1	0.62
3483	1231-1-9	HOH 1274	3483	1231-1-9	7.3249	60.0615	0.34	1232	1.82	0.08	0	0	0	0	25	75	23.3	0.5
3484	1231-1-14	HOH 1253	3484	1231-1-14	6.9614	60.2642	0.31	1604	3.67	0.04	0	0	0	0	13.3	86.7	12.8	0.5
3485	1231-2-2	Kj?lo	3485	1231-2-2	6.882	60.2537	19.78	1834	3.48	0.17	0	0	0.1	4.9	0.9	94.1	0.9	0.5
3486	1231-2-7	HOH 1348	3486	1231-2-7	7.1687	60.1903	0.65	1365	4.73	0.11	0	0	0	0	13.7	86.3	17	0.59
3487	1231-2-24	Trollavatnet	3487	1231-2-24	6.9142	60.3255	6.75	1738	7.61	0.21	0	0	0.3	0	3.2	96.5	3.1	0.5
3488	1231-3-20	Litlos	3488	1231-3-20	7.1678	60.073	61.31	1574	10.05	1.51	0	0	0.2	0	2.5	97.3	2.5	0.5
3489	1232-1-3	HOH 1200	3489	1232-1-3	7.6228	60.4588	2.35	1589	3.55	0.08	0	0	0	0	3.6	96.4	3.4	0.5
3490	1232-1-4	HOH 1324	3490	1232-1-4	7.3639	60.127	1.4	1167	3.96	0.07	0	0	0	0	4.1	95.9	5	0.5
3491	1232-1-37	HOH 1360	3491	1232-1-37	7.5274	60.4784	0.43	2056	3.92	0.04	0	0	0	0	7.7	92.3	9.3	0.5
3492	1232-2-1	Inste Olavsbuvatni	3492	1232-2-1	7.6341	60.4301	2.53	1329	5.94	0.65	0	0	0.2	0	6.6	93.2	25.7	1.15
3493	1232-3-18	Nordvatnet	3493	1232-3-18	7.4041	60.2262	32.65	1116	3.33	1.07	0	0	1.5	0	3.3	95.2	3.3	0.5
3494	1233-1-10	HOH 1240	3494	1233-1-10	7.2882	60.6002	3.7	2345	1.88	0.05	0	0	0	0	1.5	98.5	1.4	0.5
3495	1233-2-15	HOH 1232	3495	1233-2-15	7.3733	60.652	23.39	2318	8.41	0.26	0	0	0	2.4	1.1	96.5	1.1	0.5
3496	1233-2-27	Kvannjolvatnet	3496	1233-2-27	6.9902	60.6492	13.89	2562	18.22	0.54	0	0	0	0	3.8	96.2	3.9	0.5
3497	1233-2-31	HOH 1410	3497	1233-2-31	7.4415	60.6576	4.07	2040	9	0.25	0	0	0	7	5.8	87.2	6.1	0.5
3498	1234-3-2	Granvinvatnet	3498	1234-3-2	6.7299	60.5353	140.46	1879	40.19	4.05	52.1	0	1.7	0	2.7	43.5	2.9	0.62
3499	1235-1-8	HOH 1241	3499	1235-1-8	6.3403	60.5491	1.21	2891	3.8	0.09	0	0	0	0	10.2	89.8	7.4	0.5
3500	1235-1-30	HOH 1056	3500	1235-1-30	6.3652	60.7338	1.98	2698	10.05	0.1	0	0	0	1.7	5	93.3	5	0.5
3501	1235-2-32	HOH 1167	3501	1235-2-32	6.3263	60.5123	4.27	3410	8.47	0.14	0	0	0	0.6	3.3	96.1	3.3	0.5
3502	1235-2-38	Gr?nlivatnet	3502	1235-2-38	6.5907	60.5627	13.26	2022	15.59	0.61	0	0	0	0.5	3.4	96.1	4.6	0.5
3503	1235-3-14	Storavatnet	3503	1235-3-14	6.3827	60.4906	9.83	3379	23.63	1.7	0	0	0	0.1	17.9	82	17.3	1.21
3504	1238-2-23	?yjordsvatnet	3504	1238-2-23	6.1197	60.2653	3.58	2595	6.31	0.13	81.1	0	1.1	0	3.4	14.4	3.6	0.5
3505	1238-2-42	Djupebottvatnet	3505	1238-2-42	6.3555	60.4913	6.23	3458	15.51	0.15	0	0	0	1.3	2.5	96.2	2.4	0.5
3506	1238-3-15	Myklavatnet	3506	1238-3-15	6.0912	60.4078	11.31	3468	27.59	1.8	0	0	0	0	16.4	83.6	15.9	1.27
3507	1241-1-18	Svinasteinstj?rna	3507	1241-1-18	5.7694	60.1343	0.33	3369	13.15	0.05	80	0	0	0	16.7	3.3	15.3	0.6
3508	1241-2-41	Skjelbreidvatnet	3508	1241-2-41	5.7713	60.2451	41.5	2708	31.67	0.9	21.8	0	0.4	0	2.2	75.6	2.2	0.5
3509	1242-2-3	Fiskevatnet	3509	1242-2-3	5.81	60.4186	121.46	2877	11.34	0.14	32.8	0	1.1	0	1.6	64.5	0.1	0.5
3510	1246-1-15	Kvernavatnet	3510	1246-1-15	5.0054	60.4383	0.28	1915	6.14	0.05	0	0	4	0	20	76	17.6	0.56
3511	1251-1-1	Tj?rnadalsvatnet	3511	1251-1-1	5.9216	60.5319	1.27	4369	6.89	0.06	0	0	0	0	5	95	4.7	0.5
3512	1252-2-8	HOH 1019	3512	1252-2-8	6.0443	61.0061	3.62	3435	16.75	0.35	0	0	0	0	11.3	88.7	9.7	0.5
3513	1252-2-21	Nedre S?rdalsvatnet	3513	1252-2-21	6.0896	60.9596	7.59	3152	20.76	0.44	0.5	0	0.1	0	5.6	93.8	5.8	0.5
3514	1256-3-13	Storavatnet	3514	1256-3-13	5.1007	60.5594	18.32	2017	15.65	3.14	83.4	0.6	0	0	14.8	1.2	17.1	1.33
3515	1260-2-20	F?evatnet	3515	1260-2-20	4.9653	60.7055	2.45	1984	6.12	0.14	43.2	0	7.7	0	6.4	42.7	5.7	0.5
3516	1260-2-28	Kvalheimsvatnet	3516	1260-2-28	4.9465	60.6835	3.5	1942	6.91	0.18	5.5	0	21.2	0	5.5	67.8	5.1	0.5
3517	1263-2-33	Hundvensvatnet	3517	1263-2-33	5.2508	60.6632	2.57	2151	6.88	0.26	43	0	2.6	0	11.4	43	10.1	0.5
3518	1263-2-36	Sandvikavatnet	3518	1263-2-36	5.3612	60.6093	2.09	2381	13.17	0.46	70	0	0.5	0	24.2	5.3	22	1.22
3519	1266-1-24	HOH 800	3519	1266-1-24	5.7991	60.9235	4.21	4228	11.24	0.06	0	0	0	0	1.4	98.6	1.4	0.5
3520	1266-2-6	Nordrevotni	3520	1266-2-6	5.711	60.9258	2.12	3611	5.83	0.16	0	0	0	0	7.6	92.4	7.6	0.5
3521	1266-2-10	Svadfjellvatni	3521	1266-2-10	5.7881	60.9788	2.03	3487	19.61	0.15	0	0	0	0	7.1	92.9	7.4	0.5
3522	1266-2-11	Harekupvatnet	3522	1266-2-11	5.8376	60.9225	1	4400	13.42	0.13	0	0	0	0	13	87	13	0.5
3523	1266-2-35	Klefjellvatni	3523	1266-2-35	5.4744	60.7549	1.18	4888	23.24	0.17	4.8	0	0	0	16.3	78.9	14.5	0.69
3524	1401-1-8	Urdavatnet	3524	1401-1-8	5.0101	61.6526	9.21	2340	3.85	0.1	37.8	0	0.2	0	1.2	60.8	1.1	0.5
3525	1401-1-27	HOH 530	3525	1401-1-27	5.3006	61.6628	0.7	4760	2.91	0.05	0	0	0	0	5.7	94.3	7.1	0.5
3526	1411-1-10	Maletj?rna	3526	1411-1-10	5.0883	60.9251	1.58	3026	6.56	0.04	55	0	0	0	20	25	2.5	0.5
3527	1412-1-9	Gardavatnet	3527	1412-1-9	4.6957	61.0292	0.27	2079	4.88	0.08	0	0	0	0	34.8	65.2	30	0.7
3528	1412-1-19	Krokevatnet	3528	1412-1-19	4.7864	61.0663	0.4	2185	7.37	0.09	0	0	0	0	25	75	22.5	0.76
3529	1412-2-7	Engevikvatnet	3529	1412-2-7	4.9658	61.1655	6.06	2048	16.33	0.71	7.6	0	2.9	0	10.8	78.7	11.7	0.93
3530	1413-1-33	G?evatnet	3530	1413-1-33	5.3258	61.1727	0.52	2588	4.19	0.06	54	0	4.8	0	9.5	31.7	11.6	0.5
3531	1416-1-3	Tirskardvatnet	3531	1416-1-3	5.8412	61.1965	0.31	3136	7.09	0.06	13.3	0	0	0	20	66.7	19.3	0.5
3532	1416-1-21	Dyttingane	3532	1416-1-21	5.9239	61.0982	1.7	2326	1.93	0.06	0	0	2.7	0	3.2	94.1	3.5	0.5
3533	1416-2-27	HOH 761	3533	1416-2-27	5.8322	60.9979	2.83	3252	5.67	0.14	0	0	0	0	4.8	95.2	4.9	0.5
3534	1416-2-28	HOH 729	3534	1416-2-28	5.6547	60.9936	0.65	3477	5.35	0.1	0	0	0	0	14.3	85.7	15.4	0.5
3535	1417-1-29	HOH 1171	3535	1417-1-29	6.5311	60.9382	2.16	2248	4.76	0.07	0	0	0	0	3.2	96.8	3.2	0.5
3536	1420-1-1	Kollsetervatnet	3536	1420-1-1	6.9603	61.2749	0.61	1954	3.4	0.04	0	0	0	0	8.3	91.7	6.6	0.5
3537	1420-2-12	Storavatnet	3537	1420-2-12	6.9411	61.2561	1.87	1997	2.89	0.14	0	0	2.96	0	0	97.04	7.5	0.5
3538	1420-3-20	Dalavatnet	3538	1420-3-20	7.0055	61.298	111.46	1884	15.33	2.34	23.6	0	0.4	2.4	2.1	71.5	2.1	0.5
3539	1421-1-11	HOH 1036	3539	1421-1-11	6.9135	60.8896	2.84	2247	2.66	0.04	0	0	0	1.4	1.6	97	1.4	0.5
3541	1421-1-26	?vre Leitevatnet	3541	1421-1-26	7.3963	60.9339	1.3	1407	3.27	0.07	0	0	0	0	6.4	93.6	5.4	0.5
3542	1421-2-15	?v.Sleip?otni	3542	1421-2-15	7.5895	60.8577	1.12	1847	6.89	0.17	0	0	0	0	15.5	84.5	15.2	0.57
3543	1421-2-31	Sleip?otni	3543	1421-2-31	7.5588	60.8523	9.82	1869	7.71	0.4	0	0	0	0	4.7	95.3	4.1	0.5
3544	1421-3-13	Store Liavatnet	3544	1421-3-13	7.5952	60.8663	8.93	1797	16.17	2.87	0	0	0	0	0	100	32.2	2.89
3545	1421-3-24	HOH 1455	3545	1421-3-24	7.413	60.6854	10.95	2092	10.66	1.5	0	0	0	4	13.4	82.6	13.7	0.7
3546	1421-3-26	Norddalsvatnet	3546	1421-3-26	7.4305	60.9513	5.58	1448	8.87	1.08	0	0	0	0	17.5	82.5	19.3	1.18
3547	1421-3-30	Hednedalsvatnet	3547	1421-3-30	7.373	60.7371	21.47	2285	10.13	1.11	0	0	0	0.4	5.6	94	5.2	0.5
3548	1422-1-2	HOH 1539	3548	1422-1-2	7.7796	60.9764	0.46	1002	4.27	0.06	0	0	0	0	14.3	85.7	13.1	0.56
3549	1422-1-4	Fossavotni	3549	1422-1-4	7.4797	60.9816	5.61	1360	5.75	0.06	0	0	0	0	1.1	98.9	1.1	0.5
3550	1422-2-19	Langetj?rnane	3550	1422-2-19	7.8643	61.1521	3.22	1362	11.36	0.33	0	0	0	0	10.6	89.4	10.3	0.86
3551	1422-2-25	[r?stj?rni	3551	1422-2-25	7.929	61.0469	0.93	907	6.79	0.11	0	0	0	0	11.2	88.8	11.8	0.89
3552	1422-3-18	Starsj?en	3552	1422-3-18	8.0194	60.9608	9.72	1056	12.19	1.91	0	0	0.4	0	19.7	79.9	19.7	2.27
3553	1424-1-12	Fjellvatnet	3553	1424-1-12	7.6169	61.1504	2.54	1299	6.85	0.09	0	0	0	0	3.6	96.4	3.5	0.5
3554	1424-1-14	Reinsgravtj?rni	3554	1424-1-14	7.7957	61.1313	1.07	1226	5.58	0.08	0	0	0	0	4.1	95.9	7.5	0.5
3555	1424-2-11	HOH 1430	3555	1424-2-11	7.6553	61.4038	1.41	1547	2.16	0.12	0	0	0	0	7.5	92.5	8.5	0.5
3556	1424-2-30	Hyttedalsvatnet	3556	1424-2-30	7.6419	61.4284	2.24	1751	15.99	0.23	0	0	0	0	11.5	88.5	10.3	0.94
3557	1426-1-6	HOH 1335	3557	1426-1-6	7.6745	61.4511	0.32	1659	7.32	0.06	0	0	0	0	8.6	91.4	18.7	0.83
3558	1426-1-22	HOH 1475	3558	1426-1-22	7.4358	61.7019	0.32	1871	5.2	0.05	0	0	0	0	16.7	83.3	15.6	0.5
3559	1426-1-23	R?ykjedalsvatnet	3559	1426-1-23	7.1654	61.6043	3.44	2904	1.78	0.09	0	0	0	15.2	2.7	82.1	2.6	0.5
3560	1426-2-13	HOH 1488	3560	1426-2-13	8.2901	61.4346	3.04	1486	8	0.27	0	0	0	0	8.2	91.8	8.9	0.5
3561	1426-2-22	Ned.Mj?lkedalstj?rn	3561	1426-2-22	8.2183	61.4619	7.3	1652	12.48	0.61	0	0	0	0.8	7.9	91.3	8.4	0.63
3562	1426-3-19	?etvatnet	3562	1426-3-19	7.5837	61.5505	29.85	1557	30.51	1.74	0	0	0.3	6.2	5.6	87.9	5.8	1.14
3563	1428-1-18	Tobbedalsvatnet	3563	1428-1-18	5.4668	61.4255	0.57	3613	6.95	0.06	0	0	0	0	9.5	90.5	10.5	0.5
3564	1428-2-32	S?revatnet	3564	1428-2-32	4.9596	61.3242	5.08	2177	16.41	0.27	1.4	0	0.2	0	5.2	93.2	5.3	0.5
3565	1428-3-7	H?landsvatnet	3565	1428-3-7	4.9117	61.3609	10.14	2269	18.26	1.36	9.4	0	0.6	0	13.4	76.6	13.4	1.08
3566	1429-2-10	Botnatj?rna	3566	1429-2-10	5.3349	61.294	1.6	3027	8.4	0.25	84.6	0	2.1	0	13.3	0	15.6	0.5
3567	1430-1-13	Jakobsvatnet	3567	1430-1-13	5.9374	61.2891	0.46	3821	5.51	0.07	0	0	0	0	15.6	84.4	15.2	0.5
3568	1430-1-65	HOH 520	3568	1430-1-65	5.8739	61.3577	0.22	2492	3.34	0.02	0	0	6.3	0	9.4	84.3	9	0.5
3569	1431-2-5	Gjesdalsvatnet	3569	1431-2-5	6.2201	61.4671	2.7	2572	11.43	0.21	0	0	0	0	12.9	87.1	7.8	0.5
3570	1431-2-26	HOH 1308	3570	1431-2-26	6.6613	61.541	1.45	4052	11.86	0.15	0	0	0	53.8	5.8	40.4	10.4	0.5
3571	1431-2-35	H?eimsvatnet	3571	1431-2-35	6.5117	61.5957	26.92	2217	8.1	0.25	15.4	0	0	3.5	0.7	80.4	0.9	0.5
3573	1431-4-6	J?lstravatnet	3573	1431-4-6	6.1131	61.4923	383.35	2811	90.36	39.01	18.2	3.5	1.8	6.4	10.4	59.7	10.2	3.27
3574	1432-1-7	Nordvatnet	3574	1432-1-7	6.1228	61.5704	1.58	3494	15.13	0.07	0	0	0	0	4.7	95.3	4.4	0.5
3575	1432-1-25	Ness-Isvatnet	3575	1432-1-25	6.3205	61.4346	1.2	2320	10.7	0.06	0	0	0	0	5.7	94.3	5	0.5
3577	1432-3-15	Gjerlands-Isvatnet	3577	1432-3-15	6.3281	61.4452	8.53	2371	46.43	1.94	0	0	0	0	24.3	75.7	22.7	4.45
3578	1433-1-37	Svartevatnet	3578	1433-1-37	5.6908	61.5519	0.83	2917	6.05	0.06	0	0	1	0	6	93	7.2	0.5
3579	1433-3-23	Trodalsvatnet	3579	1433-3-23	5.9673	61.5573	6.88	3291	34.98	1.2	15.9	0	0.9	0	17.4	65.8	17.4	1.85
3580	1438-2-23	L. Sn?nykevatnet	3580	1438-2-23	5.5657	61.7805	1.48	4073	22.72	0.45	0	0	0	3.4	32.4	64.2	30.3	1.69
3581	1438-2-59	S?rdalsvatnet	3581	1438-2-59	5.024	61.7071	3.34	2668	16.95	0.19	2.9	0	0	0	5.6	91.5	5.7	0.5
3582	1438-3-1	Handklevatnet	3582	1438-3-1	5.2482	61.6784	8.8	4150	34.18	1.08	0	0	0	0	12.7	87.3	12.3	1.01
3583	1441-3-29	Dalsb?vatnet	3583	1441-3-29	5.1685	62.1614	21.22	2102	18.39	1.08	1.4	0	0.6	0	5.3	92.7	5.1	0.5
3584	1443-1-40	Byrjevatnet	3584	1443-1-40	6.1849	62.0038	1.45	2469	6.08	0.05	37.5	0	2.5	0	3.1	56.9	3.5	0.5
3585	1445-2-3	Vardevatnet	3585	1445-2-3	6.2737	61.7207	1.72	2346	8.96	0.15	0	0	0	7.5	10.9	81.6	8.7	0.5
3586	1445-2-8	Skjerdalsvatnet	3586	1445-2-8	5.9292	61.8062	16.35	4315	8.65	0.27	7.7	0	0.2	30.1	1.7	60.3	1.7	0.5
3587	1445-2-9	Bl?alsvatnet	3587	1445-2-9	6.3341	61.6589	2.59	2506	17.07	0.16	0	0	0	13.6	5.4	81	6.2	0.5
3588	1445-2-21	Traudalsvatnet	3588	1445-2-21	6.0878	61.7574	21.6	2929	12.15	0.64	3.4	0	0	0	0	96.6	3	0.5
3589	1449-4-2	Lovatnet	3589	1449-4-2	6.8892	61.86	233.87	1614	74.57	10.49	10.9	0	0	31.7	4.6	52.8	4.5	2.07
3590	1502-1-25	?setvatn	3590	1502-1-25	7.5286	62.7266	6.88	1778	1.26	0.08	77.5	0	3.3	0	12.5	6.7	1.2	0.5
3591	1504-1-13	Svartevatnet	3591	1504-1-13	6.5411	62.457	0.65	2035	4.41	0.05	10.3	0	2.6	0	6.4	80.7	7.7	0.5
3592	1511-1-7	Vassdalsvatnet	3592	1511-1-7	5.6755	62.0211	0.33	2883	12.32	0.09	0	0	0	0	30	70	27.2	1.16
3593	1511-3-13	Myrkevatnet	3593	1511-3-13	5.82	62.1341	2.72	2887	29.02	1.04	0	0	0	0	35.9	64.1	38.2	3.84
3594	1519-3-10	Rotevatnet	3594	1519-3-10	6.0939	62.1442	30.53	1907	19.19	1.41	77.4	2.7	1.2	0	5	13.7	4.6	0.5
3595	1520-1-5	Urdvatn	3595	1520-1-5	6.746	62.1474	14.14	2178	4.04	0.07	5.4	0	0	0	1.9	92.7	0.5	0.5
3596	1524-2-17	Gullakoppen	3596	1524-2-17	7.2854	62.335	1.55	1722	19.56	0.18	0	0	0	0	12.2	87.8	11.6	1.32
3597	1525-1-12	Nykkjevatn	3597	1525-1-12	6.9185	62.1355	0.81	1594	14.7	0.1	0	0	0	0	12.2	87.8	12.4	1.14
3598	1525-2-601	H.Vester>svatn	3598	1525-2-601	7.3028	62.1218	6.77	2223	27.15	0.48	0	0	0	19.2	7.1	73.7	7.1	0.87
3599	1525-3-7	Vatnedalsvatnet	3599	1525-3-7	6.9031	62.0156	9.26	2171	33.01	1.45	0	0	0	0	16.6	83.4	15.7	2.38
3600	1526-2-13	Litlevatnet	3600	1526-2-13	7.3209	62.4349	3.29	2025	10.33	0.23	13.3	0	0.7	0	7.7	78.3	7	0.5
3601	1529-3-5	Engsetvatnet	3601	1529-3-5	6.6181	62.5313	40.24	1697	20.18	4.36	77.6	1.9	0.5	0	8.4	11.6	10.8	1.29
3602	1535-2-10	S. Oterskarvatn	3602	1535-2-10	6.8562	62.5841	0.87	2135	10.35	0.1	75	0	1.1	0	11.4	12.5	11.5	0.56
3603	1539-1-1	HOH 1060	3603	1539-1-1	8.0239	62.5186	0.63	1735	7.5	0.06	0	0	0	0	8.5	91.5	9.5	0.5
3604	1539-1-3	Kalkdh?tj?rni	3604	1539-1-3	8.1613	62.3636	4.92	1160	10	0.28	0	0	0	0	6.4	93.6	5.7	0.5
3605	1539-2-6	?spevatn	3605	1539-2-6	7.2551	62.5065	1.8	2538	8.97	0.17	0	0	0	2.3	9.7	88	9.4	0.5
3606	1539-2-11	Kr?enesvatna	3606	1539-2-11	7.7865	62.4454	6.58	1529	3.65	0.15	0	0	0	0	13.9	86.1	2.3	0.5
3607	1543-1-2	Klappvatn	3607	1543-1-2	8.0589	62.7977	1.46	1694	2.63	0.05	15.4	0	70.8	0	13.8	0	3.4	0.5
3608	1543-2-7	Nordre Isl?yptj?rna	3608	1543-2-7	8.3172	62.3597	5.94	1385	12.41	0.21	0	0	0	5.3	3.5	91.2	3.5	0.5
3609	1563-1-4	Meskardvatnet	3609	1563-1-4	8.9338	62.6812	5.54	1896	5.76	0.07	0	0	0	34.5	1.3	64.2	1.3	0.5
3610	1563-2-1	Nedre H??alsvatnet	3610	1563-2-1	8.6585	62.4669	14.61	1235	10.16	0.52	0	0	0	2.1	11.1	86.8	3.6	0.5
3611	1563-3-6	Storvatnet	3611	1563-3-6	8.8201	62.5331	8.93	1134	30.04	1.1	0	0	0	5.4	11.8	82.8	12.3	3.26
3612	1566-1-9	Grytvatnet	3612	1566-1-9	9.0932	63.0624	1.51	1357	2.9	0.04	0	0	1.9	0	2.5	95.6	2.6	0.5
3613	1566-1-10	Damtj?rna	3613	1566-1-10	8.8874	63.0398	1	1735	4.13	0.07	84.1	0	3.2	0	11.1	1.6	7	0.5
3614	1566-2-16	Holmevatnet	3614	1566-2-16	9.009	63.0732	1.62	1653	2.71	0.2	0	0	2.9	1.2	11.8	84.1	12.3	0.5
3616	1569-1-8	Vasslivatnet	3616	1569-1-8	8.5855	63.2885	0.89	1695	1.82	0.04	75	0	1	0	4	20	4.5	0.5
3617	1569-2-4	?vikvatnet	3617	1569-2-4	8.4738	63.3385	1.33	1380	5.01	0.18	76.9	0	4.1	0	12.2	6.8	13.5	0.5
3618	1569-2-14	Rostolvatnet	3618	1569-2-14	8.6575	63.3051	0.89	1993	9.21	0.12	3.6	0	0	0	10.9	85.5	13.5	0.62
3619	1572-2-15	Linnv?vatnet	3619	1572-2-15	7.9535	63.1805	16.47	1446	14.06	0.84	67.2	0.5	4.1	0	4.4	23.8	5.1	0.5
3620	1612-3-12	Heimsvatnet	3620	1612-3-12	9.0464	63.4145	10.44	1501	19.32	1.01	65	1.9	6.6	0	9.4	17.1	9.7	1.24
3621	1613-1-18	Botntj?rna	3621	1613-1-18	9.3473	63.4256	0.8	1869	5.09	0.05	2.2	0	1.1	0	5.6	91.1	6.2	0.5
3622	1613-2-7	HOH 676	3622	1613-2-7	9.3791	63.416	1	2046	7.04	0.12	0	0	0.91	0	0	99.09	12	0.5
3623	1617-1-1	Langvatnet	3623	1617-1-1	9.0543	63.5885	4.15	1228	2.11	0.09	81.3	0	5.3	0	1.9	11.5	2.2	0.5
3624	1617-1-4	Husvatnet	3624	1617-1-4	8.9649	63.5048	1.64	1360	2.68	0.07	58	1.4	35	0	4.9	0.7	4.3	0.5
3625	1617-1-10	Ulvv?vatnet	3625	1617-1-10	9.0983	63.5872	0.63	1208	5.54	0.08	74	0	6	0	16	4	12.7	0.58
3626	1617-1-12	HOH 40	3626	1617-1-12	8.7787	63.6306	0.48	1257	4.03	0.05	14	6	8	0	10	62	10.3	0.5
3627	1617-2-2	Jevikvatnet	3627	1617-2-2	8.9738	63.6325	1	1246	7.35	0.17	1.7	3.3	0.8	0	14.2	80	17	1
3628	1617-2-6	HOH 66	3628	1617-2-6	8.6772	63.5517	3.43	1475	5.84	0.25	22.4	0	5.2	0	1.6	70.8	7.3	0.5
3629	1620-1-2	R?alsvatnet	3629	1620-1-2	8.7644	63.7386	0.88	1244	2.66	0.08	0	0	5.7	0	11.4	82.9	9.1	0.5
3630	1620-2-13	Tuvnesvatnet	3630	1620-2-13	8.6384	63.7274	7.98	1237	8.71	0.42	1.4	0.1	2.5	0	5.5	90.5	5.3	0.5
3632	1622-1-17	Holtvatnet	3632	1622-1-17	9.6208	63.5517	1.61	1508	3.04	0.04	13.5	0	3.1	0	2.5	80.9	2.5	0.5
